date,Count,avgTmax,avgTmin,totPrecip
2012-03-17,201.0,63.0,45.42857142857143,3.1800000000000006
2012-03-24,265.0,71.0,53.42857142857143,3.7400000000000007
2012-03-31,235.0,55.0,39.142857142857146,2.7399999999999998
2012-04-07,136.0,59.857142857142854,41.285714285714285,2.89
2012-04-14,194.0,63.142857142857146,45.285714285714285,3.17
2012-04-21,202.0,73.85714285714286,55.42857142857143,3.880000000000001
2012-04-28,132.0,58.0,42.285714285714285,2.96
2012-05-05,127.0,62.857142857142854,49.714285714285715,3.48
2012-05-12,120.0,67.85714285714286,53.0,3.71
2012-05-19,82.0,74.0,58.285714285714285,4.08
2012-10-06,6.0,72.71428571428571,59.0,4.13
2012-10-13,14.0,57.285714285714285,45.714285714285715,3.1999999999999997
2012-10-20,14.0,65.85714285714286,52.714285714285715,3.69
2012-10-27,15.0,63.857142857142854,54.142857142857146,3.7900000000000005
2012-11-03,12.0,54.285714285714285,46.142857142857146,3.23
2012-11-10,20.0,47.857142857142854,35.142857142857146,2.46
2012-11-17,43.0,54.42857142857143,41.0,2.87
2012-11-24,62.0,51.42857142857143,39.142857142857146,2.74
2012-12-01,135.0,43.0,35.0,2.45
2012-12-08,394.0,52.57142857142857,40.0,2.8000000000000003
2012-12-15,803.0,50.142857142857146,39.142857142857146,2.7399999999999998
2012-12-22,1526.0,47.42857142857143,38.714285714285715,2.71
2012-12-29,2177.0,38.857142857142854,31.142857142857142,2.18
2013-01-05,2284.0,36.57142857142857,27.142857142857142,1.9000000000000004
2013-01-12,3144.0,46.857142857142854,37.714285714285715,2.64
2013-01-19,3166.0,44.285714285714285,34.0,2.38
2013-01-26,2097.0,29.285714285714285,17.142857142857142,1.2
2013-02-02,1625.0,42.714285714285715,28.0,1.9599999999999997
2013-02-09,1206.0,32.714285714285715,25.428571428571427,1.78
2013-02-16,1103.0,44.42857142857143,31.714285714285715,2.22
2013-02-23,907.0,38.285714285714285,25.428571428571427,1.78
2013-03-02,866.0,45.57142857142857,34.714285714285715,2.43
2013-03-09,718.0,44.0,32.0,2.24
2013-03-16,632.0,48.857142857142854,35.42857142857143,2.4799999999999995
2013-03-23,540.0,41.142857142857146,30.285714285714285,2.12
2013-03-30,438.0,51.142857142857146,37.0,2.59
2013-04-06,315.0,53.42857142857143,36.57142857142857,2.5600000000000005
2013-04-13,228.0,64.14285714285714,46.57142857142857,3.2600000000000002
2013-04-20,142.0,62.857142857142854,48.714285714285715,3.4100000000000006
2013-04-27,80.0,62.285714285714285,43.857142857142854,3.07
2013-05-04,73.0,67.14285714285714,49.57142857142857,3.47
2013-05-11,51.0,69.57142857142857,53.285714285714285,3.7299999999999995
2013-05-18,48.0,67.71428571428571,52.285714285714285,3.66
2013-10-05,20.0,78.85714285714286,61.285714285714285,4.29
2013-10-12,20.0,68.57142857142857,58.0,4.0600000000000005
2013-10-19,18.0,67.85714285714286,55.0,3.8500000000000005
2013-10-26,15.0,59.0,45.42857142857143,3.18
2013-11-02,22.0,62.714285714285715,49.57142857142857,3.4699999999999998
2013-11-09,31.0,54.42857142857143,40.57142857142857,2.84
2013-11-16,49.0,53.42857142857143,38.42857142857143,2.6900000000000004
2013-11-23,49.0,54.714285714285715,41.0,2.8699999999999997
2013-11-30,56.0,41.0,28.285714285714285,1.98
2013-12-07,145.0,52.285714285714285,39.0,2.73
2013-12-14,156.0,34.42857142857143,26.428571428571427,1.85
2013-12-21,367.0,43.857142857142854,32.0,2.24
2013-12-28,779.0,48.42857142857143,35.0,2.4499999999999997
2014-01-04,962.0,34.0,20.571428571428573,1.44
2014-01-11,1288.0,37.57142857142857,21.142857142857142,1.48
2014-01-18,1592.0,47.285714285714285,36.57142857142857,2.56
2014-01-25,1503.0,28.571428571428573,15.285714285714286,1.07
2014-02-01,1258.0,33.714285714285715,20.142857142857142,1.4100000000000001
2014-02-08,1216.0,37.285714285714285,26.142857142857142,1.8299999999999998
2014-02-15,930.0,32.0,21.857142857142858,1.53
2014-02-22,718.0,42.857142857142854,30.285714285714285,2.1199999999999997
2014-03-01,571.0,36.714285714285715,22.428571428571427,1.5699999999999998
2014-03-08,728.0,37.857142857142854,23.571428571428573,1.6500000000000001
2014-03-15,980.0,50.42857142857143,33.0,2.31
2014-03-22,1254.0,47.714285714285715,33.285714285714285,2.3300000000000005
2014-03-29,1788.0,45.285714285714285,28.571428571428573,2.0
2014-04-05,2208.0,55.285714285714285,40.285714285714285,2.82
2014-04-12,2094.0,63.57142857142857,45.42857142857143,3.18
2014-04-19,1462.0,61.285714285714285,41.285714285714285,2.89
2014-04-26,823.0,64.42857142857143,44.714285714285715,3.13
2014-05-03,557.0,64.14285714285714,48.142857142857146,3.3700000000000006
2014-05-10,331.0,68.57142857142857,53.0,3.71
2014-05-17,245.0,74.28571428571429,56.857142857142854,3.9800000000000004
2014-10-04,14.0,72.71428571428571,60.42857142857143,4.23
2014-10-11,24.0,66.57142857142857,54.0,3.7799999999999994
2014-10-18,33.0,70.42857142857143,58.285714285714285,4.08
2014-10-25,30.0,60.57142857142857,48.857142857142854,3.42
2014-11-01,42.0,61.57142857142857,48.42857142857143,3.39
2014-11-08,42.0,57.0,44.714285714285715,3.13
2014-11-15,55.0,54.142857142857146,41.42857142857143,2.9000000000000004
2014-11-22,75.0,43.42857142857143,29.714285714285715,2.08
2014-11-29,132.0,52.142857142857146,38.714285714285715,2.71
2014-12-06,217.0,49.714285714285715,39.0,2.73
2014-12-13,275.0,40.142857142857146,31.285714285714285,2.19
2014-12-20,655.0,44.285714285714285,36.142857142857146,2.53
2014-12-27,1271.0,50.142857142857146,40.142857142857146,2.81
2015-01-03,1565.0,41.0,32.42857142857143,2.27
2015-01-10,1887.0,32.42857142857143,19.0,1.3299999999999998
2015-01-17,2251.0,36.285714285714285,21.142857142857142,1.48
2015-01-24,2805.0,39.714285714285715,30.857142857142858,2.16
2015-01-31,2505.0,33.857142857142854,20.0,1.4
2015-02-07,1886.0,35.42857142857143,17.428571428571427,1.22
2015-02-14,1617.0,33.285714285714285,20.285714285714285,1.42
2015-02-21,1064.0,26.285714285714285,9.0,2.61
2015-02-28,723.0,33.285714285714285,16.571428571428573,1.1600000000000001
2015-03-07,581.0,36.714285714285715,22.428571428571427,1.57
2015-03-14,922.0,50.857142857142854,38.142857142857146,2.67
2015-03-21,305.0,45.714285714285715,31.571428571428573,2.21
2015-03-28,327.0,46.142857142857146,31.142857142857142,2.1799999999999997
2015-04-04,249.0,55.57142857142857,38.57142857142857,2.6999999999999997
2015-04-11,239.0,55.285714285714285,40.42857142857143,2.83
2015-04-17,175.0,55.285714285714285,40.42857142857143,2.83
2015-04-25,123.0,60.142857142857146,44.57142857142857,3.12
2015-05-02,121.0,68.42857142857143,48.57142857142857,3.4
2015-05-09,95.0,79.28571428571429,57.42857142857143,4.0200000000000005
2015-05-16,66.0,78.0,58.57142857142857,4.1000000000000005
2015-05-23,42.0,73.0,56.142857142857146,3.9300000000000006
2015-10-10,24.0,70.14285714285714,55.0,3.8499999999999996
2015-10-17,21.0,67.28571428571429,53.285714285714285,3.7300000000000004
2015-10-24,23.0,63.714285714285715,45.857142857142854,3.21
2015-10-31,35.0,63.42857142857143,48.42857142857143,3.39
2015-11-07,28.0,69.57142857142857,55.285714285714285,3.8699999999999997
2015-11-14,35.0,56.857142857142854,46.857142857142854,3.28
2015-11-21,38.0,59.42857142857143,45.857142857142854,3.21
2015-11-28,43.0,54.714285714285715,40.0,2.8000000000000007
2015-12-05,46.0,51.57142857142857,41.0,2.8699999999999997
2015-12-12,50.0,56.857142857142854,45.42857142857143,3.1799999999999997
2015-12-19,53.0,58.714285714285715,47.142857142857146,3.3000000000000003
2015-12-26,65.0,60.285714285714285,49.285714285714285,3.4500000000000006
2016-01-02,56.0,47.285714285714285,37.142857142857146,2.5999999999999996
2016-01-09,120.0,41.42857142857143,26.714285714285715,1.8700000000000003
2016-01-16,158.0,44.857142857142854,30.142857142857142,2.1100000000000003
2016-01-23,276.0,33.0,23.142857142857142,1.6199999999999999
2016-01-30,377.0,41.57142857142857,30.0,2.1000000000000005
2016-02-06,722.0,52.42857142857143,37.857142857142854,2.65
2016-02-13,1290.0,34.42857142857143,22.571428571428573,1.58
2016-02-20,1968.0,39.857142857142854,24.571428571428573,1.73
2016-02-27,2837.0,49.714285714285715,34.714285714285715,2.4300000000000006
2016-03-05,3690.0,49.142857142857146,33.857142857142854,2.37
2016-03-12,4198.0,64.85714285714286,44.285714285714285,3.0999999999999996
2016-03-19,3708.0,57.285714285714285,43.57142857142857,3.05
2016-03-26,2419.0,57.42857142857143,39.0,2.73
2016-04-02,1870.0,62.714285714285715,45.857142857142854,3.21
2016-04-09,1340.0,48.142857142857146,34.714285714285715,2.4299999999999997
2016-04-16,1236.0,61.0,41.0,2.87
2016-04-23,1136.0,74.57142857142857,52.0,3.64
2016-04-30,947.0,63.0,47.0,3.29
2016-05-07,636.0,55.714285714285715,47.285714285714285,3.31
2016-05-14,425.0,70.71428571428571,52.857142857142854,3.7
2016-05-21,376.0,67.42857142857143,50.57142857142857,3.5399999999999996
2016-10-08,34.0,69.57142857142857,57.142857142857146,4.0
2016-10-15,51.0,64.57142857142857,48.857142857142854,3.4200000000000004
2016-10-22,35.0,73.14285714285714,59.142857142857146,4.14
2016-10-29,32.0,56.57142857142857,42.0,2.94
2016-11-05,71.0,64.71428571428571,48.57142857142857,3.4000000000000004
2016-11-12,59.0,58.0,42.0,2.9400000000000004
2016-11-19,97.0,61.142857142857146,44.142857142857146,3.0900000000000003
2016-11-26,150.0,45.857142857142854,37.857142857142854,2.65
2016-12-03,240.0,53.142857142857146,43.0,3.0100000000000002
2016-12-10,311.0,43.857142857142854,35.142857142857146,2.46
2016-12-17,515.0,38.0,27.285714285714285,1.91
2016-12-24,1275.0,43.57142857142857,31.0,2.17
2016-12-31,2435.0,47.142857142857146,34.285714285714285,2.4
2017-01-07,2418.0,39.57142857142857,31.714285714285715,2.2200000000000006
2017-01-14,2629.0,44.0,28.571428571428573,2.0
2017-01-21,3240.0,43.857142857142854,36.57142857142857,2.56
2017-01-28,3570.0,45.57142857142857,37.57142857142857,2.63
2017-02-04,3409.0,39.0,29.142857142857142,2.04
2017-02-11,3593.0,45.714285714285715,29.857142857142858,2.0899999999999994
2017-02-18,2634.0,43.714285714285715,30.428571428571427,2.13
2017-02-25,2209.0,60.285714285714285,44.857142857142854,3.14
2017-03-04,1224.0,51.42857142857143,35.42857142857143,2.4799999999999995
2017-03-11,936.0,47.714285714285715,30.857142857142858,2.16
2017-03-18,840.0,35.42857142857143,23.857142857142858,1.6700000000000002
2017-03-25,1082.0,52.714285714285715,33.42857142857143,2.34
2017-04-01,1277.0,49.142857142857146,38.42857142857143,2.69
2017-04-08,1339.0,57.57142857142857,42.57142857142857,2.98
2017-04-15,1109.0,70.42857142857143,52.0,3.6399999999999992
2017-04-22,755.0,65.14285714285714,50.857142857142854,3.56
2017-04-29,448.0,68.57142857142857,53.57142857142857,3.750000000000001
2017-05-06,274.0,67.28571428571429,52.0,3.64
2017-05-13,150.0,59.857142857142854,47.285714285714285,3.31
2017-05-20,116.0,78.85714285714286,59.42857142857143,4.16
2017-10-07,29.0,76.14285714285714,59.142857142857146,4.140000000000001
2017-10-14,34.0,73.57142857142857,62.42857142857143,4.37
2017-10-21,64.0,70.71428571428571,53.142857142857146,3.72
2017-10-28,84.0,68.57142857142857,56.285714285714285,3.9400000000000004
2017-11-04,75.0,63.714285714285715,49.857142857142854,3.49
2017-11-11,80.0,52.714285714285715,37.714285714285715,2.6400000000000006
2017-11-18,96.0,50.285714285714285,36.714285714285715,2.57
2017-11-25,128.0,52.857142857142854,37.142857142857146,2.6
2017-12-02,255.0,53.142857142857146,39.42857142857143,2.76
2017-12-09,317.0,48.142857142857146,39.0,2.73
2017-12-16,546.0,37.142857142857146,25.142857142857142,1.7599999999999998
2017-12-23,1029.0,46.857142857142854,35.714285714285715,2.5
2017-12-30,1642.0,27.714285714285715,20.428571428571427,1.4300000000000002
2018-01-06,2173.0,22.428571428571427,11.285714285714286,0.85
2018-01-13,3574.0,44.0,26.571428571428573,0.6000000000000001
2018-01-20,5115.0,36.0,22.571428571428573,0.19
2018-01-27,7082.0,47.285714285714285,32.714285714285715,0.31
2018-02-03,10157.0,41.142857142857146,26.857142857142858,0.55
2018-02-10,10242.0,41.42857142857143,28.857142857142858,2.39
2018-02-17,11992.0,53.57142857142857,35.42857142857143,2.06
2018-02-24,8866.0,56.285714285714285,40.857142857142854,0.42000000000000004
2018-03-03,3636.0,52.285714285714285,39.714285714285715,2.9699999999999998
2018-03-10,1844.0,42.0,32.285714285714285,1.41
2018-03-17,1460.0,43.57142857142857,31.0,0.37000000000000005
2018-03-24,1347.0,45.42857142857143,32.0,1.05
2018-03-31,1608.0,52.42857142857143,38.714285714285715,0.1
2018-04-07,970.0,51.142857142857146,37.57142857142857,1.0
2018-04-14,815.0,59.857142857142854,41.285714285714285,0.01
2018-04-21,570.0,52.57142857142857,38.142857142857146,0.6482
2018-04-28,436.0,65.42857142857143,49.142857142857146,1.2500000000000002
2018-05-05,290.0,76.0,58.142857142857146,0.1
2018-05-12,173.0,70.85714285714286,54.57142857142857,0.47
2018-05-19,106.0,67.28571428571429,54.57142857142857,1.9200000000000002
2018-10-06,48.0,73.14285714285714,61.285714285714285,0.73
2018-10-13,56.0,72.85714285714286,62.0,1.37
2018-10-20,58.0,59.857142857142854,46.857142857142854,0.12000000000000001
2018-10-27,85.0,52.857142857142854,41.857142857142854,1.27
2018-11-03,91.0,62.0,49.57142857142857,0.69
2018-11-10,131.0,55.285714285714285,44.285714285714285,1.78
2018-11-17,144.0,45.714285714285715,34.857142857142854,2.57
2018-11-24,211.0,42.0,29.857142857142858,0.97
2018-12-01,407.0,47.142857142857146,39.285714285714285,1.7600000000000002
2018-12-08,524.0,44.142857142857146,32.714285714285715,0.59
2018-12-15,1074.0,42.857142857142854,34.0,0.27
2018-12-22,1843.0,48.0,35.714285714285715,3.31
2018-12-29,2696.0,47.142857142857146,36.57142857142857,1.27
2019-01-05,2948.0,46.285714285714285,36.57142857142857,1.58
2019-01-12,3011.0,38.714285714285715,27.571428571428573,0.22999999999999998
2019-01-19,3729.0,35.57142857142857,26.714285714285715,0.33999999999999997
2019-01-26,4936.0,39.0,21.285714285714285,2.21
2019-02-02,4748.0,33.714285714285715,16.714285714285715,0.24000000000000002
2019-02-09,5680.0,50.857142857142854,35.285714285714285,0.89
2019-02-16,5598.0,43.142857142857146,31.285714285714285,0.83
2019-02-23,5138.0,41.0,28.857142857142858,0.8099999999999999
2019-03-02,3521.0,38.57142857142857,28.0,1.25
2019-03-09,3007.0,36.857142857142854,25.142857142857142,0.81
2019-03-16,3116.0,54.142857142857146,38.285714285714285,0.93
2019-03-23,2693.0,48.285714285714285,36.0,1.4300000000000002
2019-03-30,2120.0,56.285714285714285,40.714285714285715,0.0
2019-04-06,1862.0,57.57142857142857,39.0,0.26
2019-04-13,1566.0,65.14285714285714,48.0,1.1600000000000001
2019-04-20,933.0,67.57142857142857,51.714285714285715,1.69
2019-04-27,497.0,65.57142857142857,51.714285714285715,1.4400000000000002
2019-05-04,290.0,62.0,48.142857142857146,0.24000000000000002
2019-05-11,177.0,68.0,53.42857142857143,1.5000000000000002
2019-05-18,125.0,64.57142857142857,48.714285714285715,2.4799999999999995
2019-10-05,69.0,73.57142857142857,57.0,0.37
2019-10-12,69.0,67.71428571428571,55.285714285714285,0.77
2019-10-19,71.0,63.42857142857143,50.714285714285715,1.83
2019-10-26,102.0,64.14285714285714,51.857142857142854,1.13
2019-11-02,143.0,63.857142857142854,52.0,2.1599999999999997
2019-11-09,230.0,52.0,39.42857142857143,0.1
2019-11-17,339.0,52.0,39.42857142857143,0.1
2019-11-23,607.0,47.57142857142857,36.857142857142854,0.76
2019-11-30,961.0,50.714285714285715,38.57142857142857,0.94
2019-12-07,1514.0,40.142857142857146,31.857142857142858,1.12
2019-12-14,2631.0,48.42857142857143,34.857142857142854,3.9300000000000006
2019-12-21,4032.0,35.714285714285715,26.285714285714285,1.03
2019-12-28,7150.0,49.714285714285715,37.714285714285715,0.0
2020-01-04,7521.0,43.333333333333336,37.333333333333336,2.3566666666666665
2020-01-11,8527.0,43.333333333333336,37.333333333333336,2.3566666666666665
2020-01-18,10291.0,43.333333333333336,37.333333333333336,2.3566666666666665
2020-01-25,10956.0,43.333333333333336,37.333333333333336,2.3566666666666665
2020-02-01,11599.0,43.333333333333336,37.333333333333336,2.3566666666666665
2020-02-08,11043.0,43.333333333333336,37.333333333333336,2.3566666666666665
2020-02-15,8283.0,43.333333333333336,37.333333333333336,2.3566666666666665
2020-02-22,5227.0,43.333333333333336,37.333333333333336,2.3566666666666665
2020-02-29,3962.0,43.333333333333336,37.333333333333336,2.3566666666666665
2020-03-07,3693.0,43.333333333333336,37.333333333333336,2.3566666666666665
2020-03-14,3019.0,43.333333333333336,37.333333333333336,2.3566666666666665
2020-03-21,1375.0,43.333333333333336,37.333333333333336,2.3566666666666665
2020-03-28,244.0,43.333333333333336,37.333333333333336,2.3566666666666665
2020-04-04,111.0,43.333333333333336,37.333333333333336,2.3566666666666665
2020-04-11,63.0,43.333333333333336,37.333333333333336,2.3566666666666665
